,inputs,policies,policies_sent,labels
1671,"A patient, patient representative, or LHCP selects one option out of the ""by order of"" labeled drop-down box (with options of ""ascending"" or ""descending"").","[{'decision': 'allow', 'subject': 'patient', 'action': 'select', 'resource': 'option', 'condition': 'none', 'purpose': 'maintaining accurate academic records and ensuring school compliance'}, {'decision': 'allow', 'subject': 'lhcp', 'action': 'select', 'resource': 'option', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'patient representative', 'action': 'select', 'resource': 'option', 'condition': 'none', 'purpose': 'none'}]",patient is allowed to select option for the purpose of maintaining accurate academic records and ensuring school compliance and lhcp is able to select option and patient representative is able to select option,5
1672,"A patient, personal health representative or HCP views laboratory procedure status.","[{'decision': 'allow', 'subject': 'patient', 'action': 'view', 'resource': 'laboratory procedure statu', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'hcp', 'action': 'view', 'resource': 'laboratory procedure statu', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'personal health representative', 'action': 'view', 'resource': 'laboratory procedure statu', 'condition': 'none', 'purpose': 'maintaining an accurate record of the harvest'}]",patient is allowed to view laboratory procedure statu and hcp is allowed to view laboratory procedure statu and personal health representative is able to view laboratory procedure statu for the purpose of maintaining an accurate record of the harvest,5
1673,"Bank tellers can authorize up to $5000 withdrawals from the customer's account for routine transactions, but withdrawals exceeding this limit must be approved by the branch manager.","[{'decision': 'allow', 'subject': 'bank teller', 'action': 'authorize', 'resource': ""customer's account"", 'purpose': 'none', 'condition': 'withdrawal up to $5000'}, {'decision': 'allow', 'subject': 'branch manager', 'action': 'approve', 'resource': ""customer's account"", 'purpose': 'routine transactions', 'condition': 'withdrawal exceeding $5000'}]","bank teller is allowed to authorize customer's account if withdrawal up to $5000 and branch manager is shall to approve customer's account for the purpose of routine transactions, if withdrawal exceeding $5000",9
1674,Employees are not allowed to access sensitive customer data unless authorized.,"[{'decision': 'allow', 'subject': 'employee', 'action': 'access', 'resource': 'sensitive customer data', 'condition': 'none', 'purpose': 'none'}]",employee is authorized to access sensitive customer data,8
1675,CyberChair checks the review forms for correctness and transforms them into a format that can be used for display in a browser.,"[{'decision': 'allow', 'subject': 'cyberchair', 'action': 'check', 'resource': 'review form', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'cyberchair', 'action': 'transform', 'resource': 'review form', 'condition': 'none', 'purpose': 'none'}]",cyberchair is authorized to check review form and cyberchair is authorized to transform review form,9
1676,"A patient can report height, weight and pedometer readings for those for whom he or she is a patient representative.","[{'decision': 'allow', 'subject': 'patient', 'action': 'report', 'resource': 'height', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'patient', 'action': 'report', 'resource': 'pedometer reading', 'condition': 'none', 'purpose': 'none'}]",patient is allowed to report height and patient is authorized to report pedometer reading,10
1677,"If the requested appointment time does conflict with an existing appointments, the patient is presented with a list of the three next non-overlapping available appointment times within 7 days of the requested date.","[{'decision': 'allow', 'subject': 'none', 'action': 'present', 'resource': 'list of the three next nonoverlapping available appointment time', 'condition': 'requested appointment time does conflict with an existing appointment', 'purpose': 'providing official documentation'}]","list of the three next nonoverlapping available appointment time is able to be present for the purpose of providing official documentation, if requested appointment time does conflict with an existing appointment",5
1678,"Medical billing personnel are permitted to access patient billing histories for billing-related queries only, provided that the access does not occur outside regular working hours.","[{'decision': 'allow', 'subject': 'medical billing personnel', 'action': 'control', 'resource': 'patient billing history', 'purpose': 'billing-related queries', 'condition': 'access does not occur outside regular working hours'}]","medical billing personnel is allowed to control patient billing history for the purpose of billing-related queries, if access does not occur outside regular working hours",2
1679,"Software developers are permitted to access and modify the code repository during weekdays between 9 AM to 6 PM, only for the purpose of software development and enhancements.","[{'decision': 'allow', 'subject': 'software developer', 'action': 'access', 'resource': 'code repository', 'purpose': 'software development and enhancements', 'condition': 'during weekdays between 9 AM to 6 PM'}, {'decision': 'allow', 'subject': 'software developer', 'action': 'modify', 'resource': 'code repository', 'purpose': 'software development and enhancements', 'condition': 'during weekdays between 9 AM to 6 PM'}]","software developer is able to access code repository for the purpose of software development and enhancements, if during weekdays between 9 AM to 6 PM and software developer is authorized to modify code repository for the purpose of software development and enhancements, if during weekdays between 9 AM to 6 PM",11
1680,"On the LHCP homepage, the LHCP views a notification center with a list of his upcoming appointments for the current date, number of physiologic data monitoring reports of his patients for the current date, number of weight or pedometer data monitoring reports of his patients for the current date, number of unread messages from his message inbox.","[{'decision': 'allow', 'subject': 'lhcp', 'action': 'view', 'resource': 'number of physiologic data monitoring report', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'lhcp', 'action': 'view', 'resource': 'number of weight or pedometer data monitoring report', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'lhcp', 'action': 'view', 'resource': 'notification center', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'lhcp', 'action': 'view', 'resource': 'number of unread message', 'condition': 'none', 'purpose': 'research and record updating'}]",lhcp is shall to view number of physiologic data monitoring report and lhcp is able to view number of weight or pedometer data monitoring report and lhcp is shall to view notification center and lhcp is able to view number of unread message for the purpose of research and record updating,5
