,input,acp,output
439,Designated Licensed Health Care Professional (DLHCP): A licensed health care professional that is allowed by a particular patient to view all approved medical records.,1,{decision: allow; subject: designated licensed health care professional; action: view; resource: medical record; purpose: none; condition: none}
440,An LHCP chooses to view the height or weight or pedometer data monitoring details.,1,{decision: allow; subject: lhcp; action: view; resource: height; purpose: none; condition: none | decision: allow; subject: lhcp; action: view; resource: weight; purpose: none; condition: none | decision: allow; subject: lhcp; action: view; resource: pedometer daily monitoring detail; purpose: none; condition: none}
441,The patient chooses to view his or her access log or that for a person for whom they are a personal health representative.,1,{decision: allow; subject: patient; action: view; resource: access log; purpose: none; condition: none}
442,"The patient or representative enters the text of the response message (up to 1000 characters) he or she wishes to send, then clicks the send button.",1,{decision: allow; subject: patient; action: enter; resource: text; purpose: send; condition: none | decision: allow; subject: representative; action: enter; resource: text; purpose: send; condition: none}
443,A patient or personal health representative  or LHCP  chooses to view prescription reports.,1,{decision: allow; subject: patient; action: view; resource: prescription report; purpose: none; condition: none | decision: allow; subject: personal health representative; action: view; resource: prescription report; purpose: none; condition: none | decision: allow; subject: lhcp; action: view; resource: prescription report; purpose: none; condition: none}
444,"[referred to as ""on site care providers"" by Department of Health and Human Services Emergency Responder Electronic Health Record Use Case Department of Health and Human Services.",0,{decision: allow; subject: department of health and human services; action: refer; resource: on site care providers; condition: none; purpose: none}
445,The status of the lab procedure is marked as in transit.,0,{decision: allow; subject: none; action: mark; resource: status of the lab procedure; purpose: none; condition: none}
446,"The system shall enable the administrator to (1) add a new entry for an appointment type, including its type name with up to 30 alpha characters and duration in the unit of minutes , and (2) modify the duration in an existing entry .",1,{decision: allow; subject: administrator; action: add; resource: entry; purpose: none; condition: none | decision: allow; subject: administrator; action: modify; resource: duration; purpose: none; condition: none}
447,The LHCP is presented with a list of other appointments that conflict with the new one.,1,{decision: allow; subject: none; action: present; resource: list of other appointments; purpose: none; condition: appointments conflict with the new one}
448,"The HCP can view patient name, lab procedure code, current lab procedure status, timestamp, and Lab Technician name.",1,{decision: allow; subject: hcp; action: view; resource: patient name; purpose: none; condition: none | decision: allow; subject: hcp; action: view; resource: lab procedure code; purpose: none; condition: none | decision: allow; subject: hcp; action: view; resource: lab procedure status; purpose: none; condition: none | decision: allow; subject: hcp; action: view; resource: timestamp; purpose: none; condition: none | decision: allow; subject: hcp; action: view; resource: lab technician name; purpose: none; condition: none}
